InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
803990,SKU_1062,Blue Pen,19,27-01-24,43.34,43714,Italy,0.03,Bank Transfer,28.63,Apparel,Online,Not Returned,DHL,Rome,Medium
643293,SKU_1513,Backpack,12,27-01-24,31.34,51205,Belgium,0.32,Credit Card,10.37,Furniture,Online,Not Returned,UPS,London,Medium
210737,SKU_1701,Blue Pen,19,27-01-24,80.52,86132,Portugal,0.26,paypall,19.94,Electronics,Online,Not Returned,UPS,Rome,Low
970445,SKU_1902,White Mug,45,27-01-24,42.04,36440,France,0.41,Bank Transfer,15.91,Accessories,Online,Returned,Royal Mail,Amsterdam,High
880004,SKU_1554,Desk Lamp,-1,27-01-24,56.85,,Spain,0.19,Bank Transfer,,Apparel,Online,Not Returned,Royal Mail,,Medium
840456,SKU_1606,White Mug,2,27-01-24,23.23,56932,Netherlands,0.22,paypall,10.01,Furniture,In-store,Not Returned,FedEx,Amsterdam,High
322316,SKU_1785,Wireless Mouse,26,27-01-24,31.36,57565,Sweden,0.38,Bank Transfer,8.95,Stationery,Online,Not Returned,FedEx,Paris,Medium
795612,SKU_1147,Desk Lamp,46,27-01-24,64.59,16708,Belgium,0.08,Credit Card,26.29,Electronics,In-store,Not Returned,FedEx,Berlin,High
669464,SKU_1518,White Mug,42,27-01-24,50.23,38703,Australia,0.45,Credit Card,16.71,Stationery,In-store,Not Returned,DHL,Berlin,High
578706,SKU_1725,Headphones,48,27-01-24,48.53,62995,Portugal,0.21,Bank Transfer,6.14,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium
740042,SKU_1307,USB Cable,6,28-01-24,50.94,57264,United Kingdom,0.27,paypall,11.5,Furniture,Online,Not Returned,Royal Mail,Rome,Low
327243,SKU_1504,Notebook,29,28-01-24,10.43,74072,Belgium,0.48,Bank Transfer,10.81,Furniture,In-store,Returned,FedEx,Rome,Low
231777,SKU_1804,Blue Pen,39,28-01-24,14.83,11152,United States,0.03,Bank Transfer,17.27,Electronics,In-store,Not Returned,UPS,London,Medium
413654,SKU_1097,Wall Clock,2,28-01-24,95.87,29693,Belgium,0.47,Bank Transfer,15.2,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
932725,SKU_1301,Office Chair,1,28-01-24,84.98,98949,Norway,0.37,Bank Transfer,18.63,Accessories,In-store,Returned,FedEx,Amsterdam,Medium
585798,SKU_1870,Notebook,13,28-01-24,92.72,18058,Netherlands,0.01,paypall,21.36,Apparel,In-store,Not Returned,DHL,Berlin,Low
930852,SKU_1041,Backpack,24,28-01-24,79.99,66170,Spain,0.46,paypall,26.56,Furniture,Online,Not Returned,FedEx,Rome,Medium
513368,SKU_1315,T-shirt,20,28-01-24,52.62,75633,Italy,0.31,paypall,15.35,Accessories,In-store,Not Returned,DHL,Rome,Medium
721679,SKU_1753,Wireless Mouse,36,28-01-24,58.23,86876,Belgium,0.45,paypall,23.7,Accessories,Online,Not Returned,UPS,Berlin,Low
159278,SKU_1383,Backpack,35,28-01-24,31.21,21551,Germany,0.4,Credit Card,9.88,Stationery,Online,Not Returned,UPS,Paris,High
160216,SKU_1103,T-shirt,36,28-01-24,83.52,16955,France,0.23,paypall,12.61,Accessories,Online,Not Returned,DHL,London,High
697987,SKU_1758,Notebook,27,28-01-24,15.23,43397,Spain,0.44,Bank Transfer,20.49,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
580357,SKU_1335,Office Chair,45,28-01-24,46.75,99527,Sweden,0.35,paypall,20.05,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
362353,SKU_1589,Wall Clock,23,28-01-24,43.41,16695,Norway,0.33,paypall,17.49,Accessories,In-store,Not Returned,UPS,London,High
498050,SKU_1635,Headphones,47,28-01-24,46.06,50006,Italy,0.27,paypall,27.28,Apparel,Online,Not Returned,Royal Mail,Berlin,High
524728,SKU_1031,Office Chair,10,28-01-24,45.95,17101,United States,0.2,Bank Transfer,18.5,Accessories,In-store,Not Returned,FedEx,Paris,High
686773,SKU_1933,Notebook,49,28-01-24,81.55,81291,Australia,0.13,Credit Card,7.38,Accessories,Online,Not Returned,UPS,Rome,High
571198,SKU_1678,White Mug,15,28-01-24,23.27,,France,0.05,Bank Transfer,29.38,Furniture,Online,Not Returned,UPS,Paris,Low
431642,SKU_1281,Notebook,15,28-01-24,97.3,,United Kingdom,0.11,Credit Card,29.05,Furniture,In-store,Not Returned,FedEx,Paris,Medium
506244,SKU_1029,Headphones,9,28-01-24,51.88,30646,Italy,0.19,paypall,16.31,Apparel,Online,Not Returned,UPS,Amsterdam,Low
355905,SKU_1765,White Mug,13,28-01-24,71.43,15429,Italy,0.34,Bank Transfer,12.72,Furniture,Online,Returned,DHL,Amsterdam,High
413686,SKU_1680,Desk Lamp,6,28-01-24,64.04,70246,Portugal,0.42,Bank Transfer,25.36,Accessories,Online,Returned,DHL,Amsterdam,High
252975,SKU_1870,Desk Lamp,10,28-01-24,83.09,13688,Australia,0.18,paypall,16.6,Furniture,In-store,Not Returned,FedEx,Rome,Medium
504933,SKU_1392,Notebook,1,28-01-24,4.52,77493,Norway,0.18,Credit Card,22.9,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
654833,SKU_1031,Backpack,48,29-01-24,4.81,21106,France,0.22,Credit Card,10.94,Furniture,Online,Not Returned,UPS,Berlin,Medium
869893,SKU_1695,White Mug,11,29-01-24,73.95,41821,United Kingdom,0.13,Bank Transfer,21.14,Accessories,Online,Not Returned,UPS,Amsterdam,Low
921644,SKU_1564,Office Chair,18,29-01-24,50.05,32334,Belgium,0.15,paypall,25.64,Apparel,In-store,Returned,FedEx,Amsterdam,Low
471223,SKU_1902,USB Cable,23,29-01-24,97.01,75861,Spain,0.45,paypall,19.08,Stationery,Online,Not Returned,Royal Mail,London,Medium
403244,SKU_1971,USB Cable,34,29-01-24,47.61,70459,Italy,0.4,paypall,13.83,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium
885344,SKU_1918,Headphones,30,29-01-24,20.94,,United States,0.08,Bank Transfer,14.39,Furniture,In-store,Not Returned,DHL,,High
751503,SKU_1848,White Mug,2,29-01-24,86.78,61024,Norway,0.27,paypall,19.62,Electronics,Online,Not Returned,Royal Mail,Paris,High
676304,SKU_1947,Blue Pen,47,29-01-24,47.92,70714,United Kingdom,0.47,Credit Card,10,Accessories,In-store,Not Returned,DHL,Amsterdam,High
349937,SKU_1148,Blue Pen,4,29-01-24,5.97,25684,Belgium,0.26,paypall,10.7,Accessories,In-store,Not Returned,FedEx,Rome,High
528591,SKU_1075,USB Cable,18,29-01-24,75.7,71863,Netherlands,0.4,paypall,12.08,Furniture,In-store,Not Returned,DHL,London,High
251392,SKU_1981,White Mug,49,29-01-24,38.39,93501,France,0.41,Bank Transfer,15.7,Accessories,Online,Not Returned,DHL,Berlin,Low
119301,SKU_1406,White Mug,15,29-01-24,85.57,46823,Norway,0.31,Bank Transfer,17.56,Stationery,Online,Returned,Royal Mail,Paris,Low
806730,SKU_1580,Wall Clock,47,29-01-24,12.01,57239,United States,0.23,Bank Transfer,21.79,Furniture,Online,Returned,Royal Mail,Rome,Low
970149,SKU_1273,Blue Pen,36,29-01-24,6.92,93105,Portugal,0.34,Bank Transfer,18.02,Stationery,Online,Not Returned,Royal Mail,London,Medium
895600,SKU_1740,Wireless Mouse,40,29-01-24,71.35,37740,Germany,0.34,Credit Card,26.67,Stationery,Online,Returned,DHL,Amsterdam,Low
354531,SKU_1548,Desk Lamp,18,29-01-24,36.35,59235,United States,0.31,Credit Card,14.72,Electronics,In-store,Not Returned,FedEx,London,Medium
692397,SKU_1646,Desk Lamp,4,29-01-24,73.13,71679,Spain,0.41,Bank Transfer,17.94,Furniture,Online,Not Returned,FedEx,Paris,High
381117,SKU_1060,Blue Pen,49,29-01-24,80.61,52459,Sweden,0.12,Bank Transfer,7.05,Electronics,In-store,Not Returned,DHL,Berlin,Medium
884493,SKU_1130,Headphones,35,29-01-24,41.14,93317,Spain,0.39,Credit Card,14.01,Apparel,In-store,Not Returned,DHL,Paris,Medium
798119,SKU_1512,Notebook,12,29-01-24,40.07,64555,Netherlands,0.11,paypall,6.52,Electronics,In-store,Not Returned,UPS,Berlin,High
609365,SKU_1059,Office Chair,25,29-01-24,74.16,38317,Spain,0.04,Bank Transfer,13.42,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
317409,SKU_1901,Backpack,21,29-01-24,64.36,54425,France,0.21,paypall,13,Electronics,Online,Not Returned,Royal Mail,Paris,High
979491,SKU_1379,Office Chair,38,29-01-24,35.92,87281,Belgium,0.11,Bank Transfer,21.47,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
199017,SKU_1838,Office Chair,21,29-01-24,1.63,99419,Norway,0,paypall,13.24,Stationery,Online,Not Returned,FedEx,Amsterdam,Low
352980,SKU_1346,Wall Clock,12,30-01-24,21.43,,Norway,0.06,Bank Transfer,8.48,Apparel,In-store,Returned,FedEx,Amsterdam,High
560642,SKU_1441,Wireless Mouse,49,30-01-24,60.08,33180,Sweden,0.22,paypall,23.51,Furniture,Online,Returned,UPS,Amsterdam,High
775311,SKU_1542,Desk Lamp,36,30-01-24,34.71,54091,Belgium,0.45,Credit Card,19.42,Electronics,Online,Not Returned,UPS,London,Medium
262377,SKU_1775,Blue Pen,31,30-01-24,38.66,95338,Sweden,0.03,paypall,28.28,Furniture,In-store,Returned,DHL,London,Medium
443259,SKU_1973,Headphones,37,30-01-24,81.65,89065,United States,0.19,Bank Transfer,17.79,Electronics,Online,Not Returned,DHL,Berlin,Medium
175406,SKU_1886,USB Cable,16,30-01-24,32.25,87797,Australia,0.14,Credit Card,5.56,Stationery,Online,Not Returned,Royal Mail,Berlin,High
839427,SKU_1398,Desk Lamp,11,30-01-24,86.86,26048,Portugal,0.47,Credit Card,17.96,Furniture,Online,Returned,UPS,Paris,Medium
884512,SKU_1006,Wall Clock,35,30-01-24,88.79,17374,Sweden,0.43,Bank Transfer,5.14,Stationery,Online,Not Returned,DHL,London,Medium
895541,SKU_1390,USB Cable,15,30-01-24,14.18,83142,France,0,Credit Card,21.05,Stationery,Online,Not Returned,UPS,Berlin,Medium
651130,SKU_1928,Backpack,20,30-01-24,69.47,,France,0.18,Credit Card,9.71,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
314798,SKU_1936,Desk Lamp,20,30-01-24,75.35,89133,Norway,0.07,paypall,24.8,Furniture,Online,Not Returned,Royal Mail,Berlin,High
595571,SKU_1952,White Mug,27,30-01-24,39.14,32271,Germany,0.16,Bank Transfer,18.63,Stationery,In-store,Not Returned,FedEx,Berlin,Medium
884405,SKU_1134,Notebook,16,30-01-24,96.94,16215,Australia,0.47,Credit Card,17.81,Furniture,Online,Not Returned,FedEx,Berlin,High
722257,SKU_1954,Wall Clock,15,30-01-24,86.72,41784,United States,0.29,paypall,18.51,Apparel,Online,Not Returned,UPS,Paris,Low
469199,SKU_1019,White Mug,35,30-01-24,40.08,36536,United States,0.07,paypall,27.3,Electronics,In-store,Not Returned,DHL,Paris,Medium
583956,SKU_1326,Wall Clock,40,30-01-24,72.03,85679,Norway,0.26,Credit Card,23.42,Electronics,In-store,Not Returned,UPS,London,Low
146408,SKU_1433,Desk Lamp,39,30-01-24,98.96,94876,Belgium,0.05,Bank Transfer,28.87,Furniture,In-store,Not Returned,FedEx,Berlin,High
732695,SKU_1653,USB Cable,31,30-01-24,93.44,32906,Spain,0,paypall,26.17,Apparel,In-store,Returned,UPS,Berlin,Medium
136530,SKU_1373,Wireless Mouse,15,30-01-24,24.74,95763,United States,0.37,paypall,16.24,Accessories,Online,Not Returned,DHL,London,Medium
210047,SKU_1142,Headphones,38,30-01-24,96.18,78635,Netherlands,0.01,Credit Card,11.62,Furniture,Online,Not Returned,FedEx,Berlin,High
946162,SKU_1721,USB Cable,23,30-01-24,62.08,88223,Germany,0.3,paypall,16.54,Apparel,Online,Not Returned,FedEx,Amsterdam,High
699911,SKU_1393,Desk Lamp,34,30-01-24,10.46,18287,Sweden,0.03,Bank Transfer,7.9,Accessories,In-store,Returned,DHL,London,Low
701946,SKU_1482,Desk Lamp,43,30-01-24,70.85,83072,Germany,0.44,Bank Transfer,5.36,Electronics,In-store,Returned,DHL,Berlin,Medium
917330,SKU_1986,Wireless Mouse,10,30-01-24,98.94,98668,France,0.18,Credit Card,28.27,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
950340,SKU_1636,Office Chair,42,31-01-24,33.97,81438,United States,0.14,paypall,7.09,Electronics,Online,Not Returned,Royal Mail,London,Low
443521,SKU_1490,Blue Pen,43,31-01-24,6.67,39725,Italy,0.41,Credit Card,29.14,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
977550,SKU_1320,Wireless Mouse,3,31-01-24,33.68,,Norway,0.11,Bank Transfer,12.53,Furniture,Online,Not Returned,DHL,,High
943824,SKU_1950,Wall Clock,16,31-01-24,29.32,70582,Belgium,0.39,paypall,11.95,Furniture,In-store,Not Returned,UPS,London,Medium
437722,SKU_1411,Headphones,16,31-01-24,15.82,58282,United Kingdom,0.08,Credit Card,5.7,Apparel,Online,Not Returned,FedEx,Paris,Low
126505,SKU_1353,T-shirt,40,31-01-24,63.16,72064,Norway,0.41,Bank Transfer,25.53,Furniture,Online,Not Returned,UPS,Amsterdam,Low
188830,SKU_1431,Desk Lamp,47,31-01-24,5.36,58368,France,0.21,paypall,28.79,Apparel,Online,Not Returned,Royal Mail,Rome,Low
761533,SKU_1002,Headphones,3,31-01-24,22.5,17617,Netherlands,0.29,paypall,17.66,Electronics,In-store,Not Returned,FedEx,Paris,Low
184052,SKU_1955,Backpack,37,31-01-24,99.48,20033,Portugal,0.26,paypall,18.7,Apparel,In-store,Not Returned,Royal Mail,Paris,High
369076,SKU_1130,Notebook,13,31-01-24,62.41,31916,Spain,0.11,paypall,18.06,Apparel,In-store,Returned,FedEx,Rome,High
969877,SKU_1074,Notebook,9,31-01-24,12.4,79956,France,0.13,Bank Transfer,23.64,Electronics,In-store,Returned,UPS,London,Medium
785601,SKU_1323,Office Chair,46,31-01-24,98.7,69593,Netherlands,0.34,Credit Card,20.2,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium
247784,SKU_1477,White Mug,30,31-01-24,32,66824,Italy,0.4,paypall,18.02,Electronics,Online,Not Returned,UPS,London,High
561409,SKU_1934,Wall Clock,32,31-01-24,11.12,10429,Portugal,0.2,paypall,9.53,Apparel,Online,Not Returned,UPS,Berlin,Medium
129105,SKU_1949,Backpack,5,31-01-24,51.66,54510,United Kingdom,0.02,Credit Card,21.54,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
207083,SKU_1159,Desk Lamp,19,31-01-24,99.6,33492,Spain,0.46,paypall,25.43,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
130382,SKU_1783,Notebook,11,31-01-24,99.43,81823,Belgium,0.04,Credit Card,17.84,Apparel,Online,Not Returned,UPS,London,Medium
450036,SKU_1016,Headphones,19,31-01-24,47.66,61595,Belgium,0.31,paypall,5.54,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
809880,SKU_1394,T-shirt,2,31-01-24,41.38,26782,Germany,0.42,paypall,11.6,Stationery,Online,Not Returned,FedEx,Rome,Medium
613875,SKU_1355,Wireless Mouse,-17,31-01-24,-85.36,,Belgium,1.8689249022733532,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,High
119589,SKU_1031,Desk Lamp,2,31-01-24,57.2,43221,France,0.34,Credit Card,17.04,Furniture,In-store,Not Returned,DHL,London,Low
794961,SKU_1888,Headphones,6,31-01-24,73.78,61767,Belgium,0.05,Bank Transfer,26.1,Electronics,Online,Not Returned,FedEx,London,Low
482973,SKU_1482,Headphones,17,31-01-24,44.88,81606,Netherlands,0.3,Credit Card,26.46,Apparel,In-store,Not Returned,DHL,Amsterdam,High
713740,SKU_1885,Notebook,14,31-01-24,55.67,76994,France,0.18,Credit Card,24.41,Stationery,Online,Not Returned,Royal Mail,Rome,High
533891,SKU_1154,USB Cable,45,01-02-24,44.49,46773,Belgium,0.15,Bank Transfer,13.47,Electronics,Online,Not Returned,FedEx,Paris,High
265438,SKU_1623,Desk Lamp,31,01-02-24,9.43,87482,France,0.32,Credit Card,28.46,Stationery,In-store,Not Returned,DHL,Amsterdam,High
497067,SKU_1609,Blue Pen,13,01-02-24,49.69,28511,Spain,0.18,paypall,20.41,Accessories,In-store,Not Returned,UPS,London,High
323656,SKU_1772,Blue Pen,8,01-02-24,43.25,64942,United States,0.04,Credit Card,26.31,Accessories,Online,Not Returned,DHL,Rome,Low
762942,SKU_1856,Desk Lamp,-45,01-02-24,-53.51,,United Kingdom,0.39,Credit Card,,Stationery,Online,Not Returned,UPS,,Low
340385,SKU_1603,Desk Lamp,10,01-02-24,24.43,59915,Netherlands,0.32,Credit Card,21.95,Electronics,Online,Returned,FedEx,Berlin,Low
795951,SKU_1657,Office Chair,16,01-02-24,83.51,18955,Germany,0.05,paypall,27.74,Furniture,In-store,Not Returned,DHL,Rome,Medium
879648,SKU_1514,Backpack,31,01-02-24,63.8,18615,Portugal,0.37,Bank Transfer,15.74,Accessories,In-store,Not Returned,DHL,Berlin,Low
498723,SKU_1795,Backpack,38,01-02-24,76.83,69412,Spain,0.1,paypall,7.45,Stationery,Online,Not Returned,FedEx,Rome,Medium
761294,SKU_1961,Wall Clock,39,01-02-24,42.89,69276,Italy,0.1,paypall,27.02,Accessories,Online,Not Returned,FedEx,London,High
141971,SKU_1801,T-shirt,7,01-02-24,67.14,61554,Italy,0.17,paypall,5.05,Stationery,In-store,Not Returned,DHL,London,Low
580704,SKU_1341,Office Chair,31,01-02-24,75.52,,Italy,0.19,paypall,19.39,Stationery,Online,Not Returned,UPS,London,Medium
891091,SKU_1405,White Mug,49,01-02-24,53.91,37103,Belgium,0.26,Bank Transfer,25.84,Apparel,Online,Not Returned,DHL,Paris,High
366542,SKU_1372,Wireless Mouse,40,01-02-24,91.82,46575,United States,0.01,Bank Transfer,6.88,Stationery,Online,Not Returned,DHL,Berlin,Medium
630530,SKU_1285,Desk Lamp,30,01-02-24,5.26,72677,Italy,0.01,Credit Card,15.8,Electronics,Online,Not Returned,Royal Mail,London,High
322513,SKU_1993,Notebook,7,01-02-24,95.48,83644,United States,0.09,Credit Card,5.05,Accessories,In-store,Not Returned,UPS,Berlin,High
802505,SKU_1559,White Mug,28,01-02-24,90.12,57148,Belgium,0.41,Credit Card,20.17,Stationery,Online,Returned,UPS,Berlin,Medium
754302,SKU_1576,Desk Lamp,7,01-02-24,82.68,33195,Portugal,0.22,Credit Card,25.05,Accessories,Online,Not Returned,DHL,Rome,High
860275,SKU_1220,White Mug,26,01-02-24,60.65,73119,Belgium,0.09,paypall,17.04,Furniture,In-store,Not Returned,FedEx,Paris,Low
278615,SKU_1956,Wireless Mouse,28,01-02-24,6.51,,United States,0.04,paypall,13.93,Electronics,Online,Not Returned,FedEx,London,High
294886,SKU_1146,Notebook,13,01-02-24,14.24,42338,Sweden,0.08,Credit Card,6.95,Accessories,In-store,Not Returned,DHL,London,Medium
336088,SKU_1978,Notebook,7,01-02-24,73.18,14775,Norway,0.11,Credit Card,27.86,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
675463,SKU_1179,Notebook,37,01-02-24,99.77,84093,Germany,0.45,paypall,7.95,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
614080,SKU_1509,Notebook,25,01-02-24,71.87,56822,United States,0,Bank Transfer,19.12,Furniture,In-store,Not Returned,UPS,Berlin,Low
792635,SKU_1296,USB Cable,1,02-02-24,13.76,97145,United Kingdom,0.17,paypall,23.67,Furniture,In-store,Not Returned,FedEx,London,Low
638225,SKU_1348,USB Cable,32,02-02-24,92.43,80405,Italy,0.07,paypall,18.62,Stationery,Online,Not Returned,UPS,Berlin,Low
250641,SKU_1490,Wall Clock,2,02-02-24,5.95,71263,Spain,0.48,Bank Transfer,14.7,Furniture,Online,Not Returned,DHL,Berlin,Medium
293019,SKU_1352,Wall Clock,25,02-02-24,75.56,48597,Netherlands,0.44,Bank Transfer,27.32,Apparel,Online,Not Returned,FedEx,Paris,Medium
374487,SKU_1080,Notebook,16,02-02-24,8.55,45648,Norway,0.43,Bank Transfer,18.7,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low
419019,SKU_1869,Blue Pen,2,02-02-24,4.59,43094,France,0.11,Credit Card,27.83,Furniture,Online,Not Returned,FedEx,Amsterdam,Low
146803,SKU_1704,Desk Lamp,28,02-02-24,69.17,16575,Sweden,0.23,Credit Card,19.84,Stationery,Online,Returned,FedEx,Rome,Medium
558056,SKU_1433,Wireless Mouse,9,02-02-24,35.47,,Germany,0.21,Bank Transfer,10.71,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
422081,SKU_1808,Wireless Mouse,40,02-02-24,43.48,84711,Italy,0.27,paypall,5.79,Stationery,In-store,Not Returned,UPS,London,Low
177069,SKU_1122,Blue Pen,-46,02-02-24,50.65,,Australia,0.49,Credit Card,,Furniture,In-store,Not Returned,UPS,,High
542563,SKU_1288,White Mug,34,02-02-24,41.61,64729,Belgium,0.03,Credit Card,13.87,Apparel,In-store,Not Returned,UPS,London,High
524572,SKU_1739,T-shirt,27,02-02-24,91.26,57280,Italy,0.06,Bank Transfer,6.99,Electronics,Online,Not Returned,DHL,London,Low
115438,SKU_1469,Wall Clock,2,02-02-24,8.65,68735,France,0.43,Bank Transfer,19.8,Apparel,In-store,Returned,DHL,Paris,High
257438,SKU_1509,Backpack,37,02-02-24,34.97,68719,Italy,0.47,Credit Card,10.54,Accessories,In-store,Not Returned,DHL,Paris,High
965936,SKU_1593,White Mug,33,02-02-24,25.55,88652,United States,0.32,paypall,28.26,Furniture,Online,Not Returned,UPS,Paris,Medium
903922,SKU_1912,USB Cable,36,02-02-24,24.29,85737,France,0.33,Bank Transfer,16.68,Apparel,Online,Not Returned,UPS,London,Low
774533,SKU_1479,Headphones,16,02-02-24,22.14,92478,Sweden,0.33,paypall,14.79,Apparel,In-store,Not Returned,Royal Mail,Paris,High
241448,SKU_1595,Desk Lamp,32,02-02-24,72.29,57598,Australia,0.2,paypall,27.96,Apparel,Online,Not Returned,DHL,Berlin,Low
842064,SKU_1754,Backpack,47,02-02-24,32.31,59666,United Kingdom,0.42,Bank Transfer,25.72,Stationery,Online,Not Returned,FedEx,Berlin,Low
428398,SKU_1438,Blue Pen,33,02-02-24,77.36,21473,Australia,0.45,Bank Transfer,7.99,Accessories,In-store,Not Returned,DHL,London,Low
467524,SKU_1726,White Mug,5,02-02-24,57.33,70676,Italy,0.33,Bank Transfer,26.11,Stationery,Online,Returned,FedEx,London,High
661051,SKU_1987,Office Chair,35,02-02-24,38.31,60551,United States,0.45,Bank Transfer,23.35,Stationery,Online,Not Returned,Royal Mail,Rome,Low
427985,SKU_1173,T-shirt,48,02-02-24,44.77,57664,Portugal,0.36,Bank Transfer,19.3,Accessories,Online,Not Returned,Royal Mail,Rome,Low
580566,SKU_1345,USB Cable,40,02-02-24,32.1,11439,Netherlands,0.44,Bank Transfer,14.13,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium
403491,SKU_1954,T-shirt,33,03-02-24,24.88,31513,Australia,0.22,Bank Transfer,20.23,Furniture,In-store,Not Returned,FedEx,Berlin,High
665972,SKU_1838,Blue Pen,4,03-02-24,53.43,92342,Spain,0.47,paypall,24.01,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
654999,SKU_1104,USB Cable,-46,03-02-24,-47.36,,France,1.3376156712260974,paypall,,Stationery,In-store,Not Returned,UPS,,Low
900609,SKU_1568,Blue Pen,28,03-02-24,25.05,15282,Belgium,0.03,Bank Transfer,10.13,Accessories,In-store,Not Returned,Royal Mail,Rome,High
277042,SKU_1787,Desk Lamp,49,03-02-24,97.47,97751,Spain,0.14,Bank Transfer,24.51,Stationery,Online,Not Returned,UPS,Paris,High
255642,SKU_1680,Blue Pen,44,03-02-24,29.36,75546,Netherlands,0.28,Credit Card,23.1,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium
528580,SKU_1750,Wireless Mouse,27,03-02-24,13.15,64814,Sweden,0.21,Credit Card,29.92,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
802969,SKU_1586,USB Cable,21,03-02-24,40.89,86977,France,0.3,Bank Transfer,28.69,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
487364,SKU_1454,Headphones,35,03-02-24,14.4,74849,Germany,0.05,Credit Card,18.79,Electronics,Online,Not Returned,UPS,London,Medium
550738,SKU_1293,Blue Pen,40,03-02-24,93.61,38365,Australia,0.44,paypall,20.34,Accessories,Online,Not Returned,UPS,Paris,High
655679,SKU_1794,Backpack,15,03-02-24,84.38,20611,Germany,0.41,Bank Transfer,19.21,Accessories,Online,Not Returned,UPS,Rome,Low
